Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EngagementSurvey,EmpSatisfaction,DaysLateLast30,Absences,BurnRate,MentalFatigueScore,WFHAvailable,ResourceAllocation,SalaryPerLevel,PromotionStagnation,TotalSatisfaction,BurnoutPressureIndex,CareerVelocity,ManagerStability
21,0,2,546,1,5,1,3,3,1,97,3,1,6,4,2,3117,26009,1,0,18,3,3,0,3,2,3,2,2,2,2,4.3,4.0,0.0,10.0,0.28,4.3,1.0,2.0,1558.5,0.6666666666666666,3.25,1.4333333333333331,0.045454545454545456,0.6666666666666666
18,1,1,544,2,3,2,3,2,0,70,3,1,8,4,2,1569,18420,1,1,12,3,3,0,0,2,4,0,0,0,0,4.28,4.0,0.0,14.0,0.27,4.2,1.0,2.0,784.5,0.0,3.25,1.4,0.05263157894736842,0.0
47,0,2,1176,0,26,4,1,4,0,98,3,5,3,3,1,19658,5220,3,0,11,3,3,1,27,2,3,5,2,1,0,4.83,3.0,0.0,6.0,0.86,8.95,0.0,9.0,3276.3333333333335,0.16666666666666666,3.25,0.895,0.10416666666666667,0.0
39,0,2,170,1,3,2,3,3,1,76,2,2,2,3,0,3069,10302,0,0,15,3,4,1,11,3,3,10,8,0,7,4.3,4.0,0.0,10.0,0.47,6.0,1.0,4.0,1023.0,0.0,3.25,1.2000000000000002,0.05,0.6363636363636364
40,0,2,884,1,15,3,1,1,0,80,2,3,4,3,1,10435,25800,1,0,13,3,4,2,18,2,3,18,15,14,12,4.225,4.0,0.0,10.5,0.5,6.3,1.0,6.0,2608.75,0.7368421052631579,2.75,0.8999999999999999,0.07317073170731707,0.631578947368421
35,0,0,208,1,8,4,1,3,0,52,3,2,0,3,1,4148,12250,1,0,12,3,4,1,15,5,3,14,11,2,9,4.225,4.0,0.0,10.5,0.42,5.6,1.0,4.0,1382.6666666666667,0.13333333333333333,3.25,1.1199999999999999,0.05555555555555555,0.6
37,0,2,671,1,19,3,1,3,1,85,3,2,4,3,1,5768,26493,3,0,17,3,1,3,9,2,2,4,3,0,2,4.3,4.0,0.0,10.0,0.47,6.0,1.0,4.0,1922.6666666666667,0.0,2.25,1.2000000000000002,0.05263157894736842,0.4
39,0,1,711,1,4,3,3,1,0,81,3,2,4,3,2,5042,3140,0,0,13,3,4,0,10,2,1,9,2,3,8,4.225,4.0,0.0,10.5,0.42,5.6,1.0,4.0,1680.6666666666667,0.3,2.25,1.1199999999999999,0.05,0.8
45,0,2,1329,1,2,2,4,4,0,59,2,2,4,4,0,5770,5388,1,0,19,3,1,2,10,3,3,10,7,3,9,4.225,4.0,0.0,10.5,0.42,5.6,1.0,4.0,1923.3333333333333,0.2727272727272727,3.0,1.1199999999999999,0.043478260869565216,0.8181818181818182
38,0,2,397,1,2,2,3,4,0,54,2,3,4,3,1,7756,14199,3,1,19,3,4,1,10,6,4,5,4,0,2,4.225,4.0,0.0,10.5,0.5,6.3,1.0,6.0,1939.0,0.0,3.75,0.8999999999999999,0.07692307692307693,0.3333333333333333
35,1,2,737,2,10,3,3,4,1,55,2,3,7,1,1,10306,21530,9,0,17,3,3,0,15,3,3,13,12,6,0,3.815,4.0,0.0,10.0,0.56,6.8,0.0,6.0,2576.5,0.42857142857142855,2.75,0.9714285714285713,0.08333333333333333,0.0
37,0,2,1470,1,10,3,3,2,0,71,3,1,6,2,1,3936,9953,1,0,11,3,1,1,8,2,1,8,4,7,7,4.225,4.0,0.0,10.5,0.27,4.2,1.0,2.0,1968.0,0.7777777777777778,1.5,1.4,0.02631578947368421,0.7777777777777778
40,0,2,448,1,16,3,1,3,0,84,3,3,4,4,2,7945,19948,6,1,15,3,4,0,18,2,2,4,2,3,3,4.225,4.0,0.0,10.5,0.5,6.3,1.0,6.0,1986.25,0.6,3.25,0.8999999999999999,0.07317073170731707,0.6
44,0,1,602,0,1,5,0,1,1,37,3,2,1,4,1,5743,10503,4,1,11,3,3,0,14,3,3,10,7,0,2,4.1,4.0,0.0,9.0,0.47,6.0,1.0,4.0,1914.3333333333333,0.0,2.75,1.2000000000000002,0.044444444444444446,0.18181818181818182
48,0,1,365,1,4,5,3,3,1,89,2,4,3,4,1,15202,5602,2,0,25,4,2,1,23,3,3,2,2,2,2,4.3,4.0,0.0,10.0,0.67,7.7,0.0,7.0,3040.4,0.6666666666666666,3.0,0.9625,0.08163265306122448,0.6666666666666666
35,1,2,763,2,15,2,3,1,1,59,1,2,7,4,0,5440,22098,6,1,14,3,4,2,7,2,2,2,2,2,2,3.815,4.0,0.0,10.0,0.47,6.0,1.0,4.0,1813.3333333333333,0.6666666666666666,2.75,1.2000000000000002,0.05555555555555555,0.6666666666666666
24,0,1,567,1,2,1,5,1,0,32,3,1,6,4,2,3760,17218,1,1,13,3,3,0,6,2,3,6,3,1,3,4.225,4.0,0.0,10.5,0.27,4.2,1.0,2.0,1880.0,0.14285714285714285,2.75,1.4,0.04,0.42857142857142855
27,0,2,486,1,8,3,3,2,0,86,4,1,6,3,1,3517,22490,7,0,17,3,1,0,5,0,3,3,2,0,2,4.225,4.0,0.0,10.5,0.27,4.2,1.0,2.0,1758.5,0.0,2.25,1.4,0.03571428571428571,0.5
27,0,1,591,1,2,3,3,4,1,87,3,1,6,4,2,2580,6297,2,0,13,3,3,0,6,0,2,4,2,1,2,4.3,4.0,0.0,10.0,0.28,4.3,1.0,2.0,1290.0,0.2,3.25,1.4333333333333331,0.03571428571428571,0.4
40,1,2,1329,1,7,3,1,1,1,73,3,1,2,1,2,2166,3339,3,1,14,3,2,0,10,3,1,4,2,0,3,4.3,4.0,0.0,10.0,0.28,4.3,1.0,2.0,1083.0,0.0,1.25,1.4333333333333331,0.024390243902439025,0.6
29,0,2,469,2,10,3,3,3,1,42,2,2,7,3,2,5869,23413,9,0,11,3,3,0,8,2,3,5,2,1,4,3.815,4.0,0.0,10.0,0.47,6.0,1.0,4.0,1956.3333333333333,0.16666666666666666,3.0,1.2000000000000002,0.06666666666666667,0.6666666666666666
36,0,2,711,1,5,4,1,2,0,42,3,3,0,1,1,8008,22792,4,0,12,3,3,2,9,6,3,3,2,0,2,4.225,4.0,0.0,10.5,0.5,6.3,1.0,6.0,2002.0,0.0,2.25,0.8999999999999999,0.08108108108108109,0.5
25,0,1,772,1,2,1,1,4,1,77,4,2,4,3,0,5206,4973,1,0,17,3,3,2,7,6,3,7,7,0,7,4.3,4.0,0.0,10.0,0.47,6.0,1.0,4.0,1735.3333333333333,0.0,3.25,1.2000000000000002,0.07692307692307693,0.875
39,0,2,492,1,12,3,3,4,1,66,3,2,4,2,1,5295,7693,4,0,21,4,3,0,7,3,3,5,4,1,0,4.3,4.0,0.0,10.0,0.47,6.0,1.0,4.0,1765.0,0.16666666666666666,3.0,1.2000000000000002,0.05,0.0
49,0,2,301,1,22,4,4,1,0,72,3,4,5,2,1,16413,3498,3,0,16,3,2,2,27,2,3,4,2,1,2,4.225,4.0,0.0,10.5,0.67,7.6,0.0,7.0,3282.6,0.2,2.0,0.95,0.08,0.4
50,0,2,813,1,17,5,1,4,0,50,2,3,5,1,0,13269,21981,5,0,15,3,3,3,19,3,3,14,11,1,11,4.225,4.0,0.0,10.5,0.5,6.3,1.0,6.0,3317.25,0.06666666666666667,2.75,0.8999999999999999,0.058823529411764705,0.7333333333333333
20,0,2,1141,2,2,3,3,3,0,31,3,1,8,3,2,2783,13251,1,0,19,3,1,0,2,3,3,2,2,2,2,4.28,4.0,0.0,14.0,0.27,4.2,1.0,2.0,1391.5,0.6666666666666666,2.5,1.4,0.047619047619047616,0.6666666666666666
34,0,2,1130,1,3,3,1,4,0,66,3,2,6,2,0,5433,19332,1,0,12,3,3,1,11,2,3,11,8,7,9,4.225,4.0,0.0,10.5,0.42,5.6,1.0,4.0,1811.0,0.5833333333333334,3.0,1.1199999999999999,0.05714285714285714,0.75
36,0,2,311,1,7,3,1,1,1,77,3,1,2,2,2,2013,10950,2,0,11,3,3,0,15,4,3,4,3,1,3,4.3,4.0,0.0,10.0,0.28,4.3,1.0,2.0,1006.5,0.2,2.25,1.4333333333333331,0.02702702702702703,0.6
49,0,2,465,1,6,1,1,3,0,41,2,4,0,3,1,13966,11652,2,1,19,3,2,1,30,3,3,15,11,2,12,4.225,4.0,0.0,10.5,0.67,7.6,0.0,7.0,2793.2,0.125,2.75,0.95,0.08,0.75
36,0,0,894,1,1,4,3,4,0,33,2,2,4,3,1,4374,15411,0,0,15,3,3,0,4,6,3,3,2,1,2,4.225,4.0,0.0,10.5,0.42,5.6,1.0,4.0,1458.0,0.25,3.25,1.1199999999999999,0.05405405405405406,0.5
36,0,2,1040,1,3,2,1,4,1,79,4,2,0,1,0,6842,26308,6,0,20,4,1,1,13,3,3,5,4,0,4,4.3,4.0,0.0,10.0,0.47,6.0,1.0,4.0,2280.6666666666665,0.0,2.25,1.2000000000000002,0.05405405405405406,0.6666666666666666
54,0,2,584,1,22,5,3,2,0,91,3,4,3,3,1,17426,18685,3,0,25,4,3,1,36,6,3,10,8,4,7,4.225,4.0,0.0,10.5,0.67,7.6,0.0,7.0,3485.2,0.36363636363636365,2.75,0.95,0.07272727272727272,0.6363636363636364
43,0,2,1291,1,15,2,1,3,1,65,2,4,5,3,1,17603,3525,1,0,24,4,1,1,14,3,3,14,10,6,11,4.3,4.0,0.0,10.0,0.67,7.7,0.0,7.0,3520.6,0.4,2.5,0.9625,0.09090909090909091,0.7333333333333333
35,1,1,880,2,12,4,4,4,1,36,3,2,7,4,2,4581,10414,3,1,24,4,1,0,13,2,4,11,9,6,7,3.815,4.0,0.0,10.0,0.47,6.0,1.0,4.0,1527.0,0.5,3.25,1.2000000000000002,0.05555555555555555,0.5833333333333334
38,0,1,1189,1,1,3,1,4,1,90,3,2,6,4,1,4735,9867,7,0,15,3,4,2,19,4,4,13,11,2,9,4.3,4.0,0.0,10.0,0.47,6.0,1.0,4.0,1578.3333333333333,0.14285714285714285,4.0,1.2000000000000002,0.05128205128205128,0.6428571428571429
29,0,2,991,2,5,3,3,1,1,43,2,2,7,2,0,4187,3356,1,1,13,3,2,1,10,3,2,10,0,0,9,3.815,4.0,0.0,10.0,0.47,6.0,1.0,4.0,1395.6666666666667,0.0,1.75,1.2000000000000002,0.06666666666666667,0.8181818181818182
33,0,2,392,2,2,4,3,4,1,93,3,2,7,4,0,5505,3921,1,0,14,3,3,2,6,5,3,6,2,0,4,3.815,4.0,0.0,10.0,0.47,6.0,1.0,4.0,1835.0,0.0,3.5,1.2000000000000002,0.058823529411764705,0.5714285714285714
32,0,2,977,1,2,3,3,4,1,45,3,2,6,2,0,5470,25518,0,0,13,3,3,2,10,4,2,9,5,1,6,4.3,4.0,0.0,10.0,0.47,6.0,1.0,4.0,1823.3333333333333,0.1,2.75,1.2000000000000002,0.06060606060606061,0.6
31,0,2,1112,2,5,4,1,1,0,67,3,2,7,4,1,5476,22589,1,0,11,3,1,2,10,2,3,10,0,0,2,4.28,4.0,0.0,14.0,0.42,5.6,1.0,4.0,1825.3333333333333,0.0,2.25,1.1199999999999999,0.0625,0.18181818181818182
49,0,2,464,1,16,3,3,4,0,74,3,1,2,1,0,2587,24941,4,1,16,3,2,1,17,2,2,2,2,2,2,4.225,4.0,0.0,10.5,0.27,4.2,1.0,2.0,1293.5,0.6666666666666666,2.25,1.4,0.02,0.6666666666666666
38,0,1,148,1,2,3,3,4,0,42,2,1,2,2,2,2440,23826,1,0,22,4,2,0,4,3,3,4,3,3,3,4.225,4.0,0.0,10.5,0.27,4.2,1.0,2.0,1220.0,0.6,2.75,1.4,0.02564102564102564,0.6
47,0,2,1225,2,2,4,1,2,0,47,4,4,3,2,0,15972,21086,6,0,14,3,3,3,29,2,3,3,2,1,2,4.28,4.0,0.0,14.0,0.67,7.6,0.0,7.0,3194.4,0.25,2.5,0.95,0.08333333333333333,0.5
49,0,2,809,1,1,3,1,3,1,36,3,4,3,3,2,15379,22384,4,0,14,3,1,0,23,2,3,8,7,0,0,4.3,4.0,0.0,10.0,0.67,7.7,0.0,7.0,3075.8,0.0,2.5,0.9625,0.08,0.0
41,0,2,1206,2,23,2,1,4,1,80,3,3,7,3,2,7082,11591,3,1,16,3,4,0,21,2,3,2,0,0,2,3.815,4.0,0.0,10.0,0.56,6.8,0.0,6.0,1770.5,0.0,3.5,0.9714285714285713,0.07142857142857142,0.6666666666666666
20,0,2,727,2,9,1,1,4,1,54,3,1,8,1,2,2728,21082,1,0,11,3,1,0,2,3,3,2,2,0,2,3.815,4.0,0.0,10.0,0.28,4.3,1.0,2.0,1364.0,0.0,2.25,1.4333333333333331,0.047619047619047616,0.6666666666666666
33,0,0,530,2,16,3,1,3,0,36,3,2,7,4,0,5368,16130,1,1,25,4,3,1,7,2,3,6,5,1,2,4.28,4.0,0.0,14.0,0.42,5.6,1.0,4.0,1789.3333333333333,0.14285714285714285,3.25,1.1199999999999999,0.058823529411764705,0.2857142857142857
36,0,2,1351,1,26,4,1,1,1,80,3,2,0,3,1,5347,7419,6,0,14,3,2,2,10,2,2,3,2,0,2,4.3,4.0,0.0,10.0,0.47,6.0,1.0,4.0,1782.3333333333333,0.0,2.0,1.2000000000000002,0.05405405405405406,0.5
44,0,2,528,0,1,3,1,3,0,44,3,1,1,4,0,3195,4167,4,1,18,3,1,3,8,2,3,2,2,2,2,4.83,3.0,0.0,6.0,0.27,4.2,1.0,2.0,1597.5,0.6666666666666666,2.75,1.4,0.022222222222222223,0.6666666666666666
23,1,2,1320,1,8,1,3,4,1,93,2,1,2,3,2,3989,20586,1,1,11,3,1,0,5,2,3,5,4,1,2,4.3,4.0,0.0,10.0,0.28,4.3,1.0,2.0,1994.5,0.16666666666666666,2.75,1.4333333333333331,0.041666666666666664,0.3333333333333333
38,0,2,1495,1,4,2,3,4,0,87,3,1,2,3,1,3306,26176,7,0,19,3,4,1,7,5,2,0,0,0,0,4.225,4.0,0.0,10.5,0.27,4.2,1.0,2.0,1653.0,0.0,3.25,1.4,0.02564102564102564,0.0
53,0,2,1395,1,24,4,3,2,1,48,4,3,0,4,1,7005,3458,3,0,15,3,3,0,11,2,3,4,3,1,2,4.3,4.0,0.0,10.0,0.56,6.8,0.0,6.0,1751.25,0.2,3.0,0.9714285714285713,0.05555555555555555,0.4
48,1,1,708,2,7,2,3,4,0,95,3,1,8,3,1,2655,11740,2,1,11,3,3,2,19,3,3,9,7,7,7,4.28,4.0,0.0,14.0,0.27,4.2,1.0,2.0,1327.5,0.7,3.25,1.4,0.02040816326530612,0.7
32,1,2,1259,1,2,4,1,4,1,95,3,1,2,2,2,1393,24852,1,0,12,3,1,0,1,2,3,1,0,0,0,4.3,4.0,0.0,10.0,0.28,4.3,1.0,2.0,696.5,0.0,2.5,1.4333333333333331,0.030303030303030304,0.0
26,0,0,786,1,7,3,3,4,1,76,3,1,2,4,2,2570,11925,1,0,20,4,3,0,7,5,3,7,7,5,7,4.3,4.0,0.0,10.0,0.28,4.3,1.0,2.0,1285.0,0.625,3.5,1.4333333333333331,0.037037037037037035,0.875
55,0,2,1441,1,22,3,5,1,1,94,2,1,6,2,0,3537,23737,5,0,12,3,4,1,8,1,3,4,2,1,2,4.3,4.0,0.0,10.0,0.28,4.3,1.0,2.0,1768.5,0.2,2.5,1.4333333333333331,0.017857142857142856,0.4
34,0,2,1157,1,5,2,3,2,1,57,2,2,2,4,1,3986,11912,1,0,14,3,3,1,15,3,4,15,10,4,13,4.3,4.0,0.0,10.0,0.47,6.0,1.0,4.0,1328.6666666666667,0.25,3.25,1.2000000000000002,0.05714285714285714,0.8125
60,0,2,370,1,1,4,3,3,1,92,1,3,0,4,0,10883,20467,3,0,20,4,3,1,19,2,4,1,0,0,0,4.3,4.0,0.0,10.0,0.56,6.8,0.0,6.0,2720.75,0.0,3.5,0.9714285714285713,0.04918032786885246,0.0
33,0,2,267,1,21,3,3,2,1,79,4,1,2,2,1,2028,13637,1,0,18,3,4,3,14,6,3,14,11,2,13,4.3,4.0,0.0,10.0,0.28,4.3,1.0,2.0,1014.0,0.13333333333333333,2.75,1.4333333333333331,0.029411764705882353,0.8666666666666667
37,0,1,1278,2,1,4,3,3,1,31,1,2,7,4,0,9525,7677,1,0,14,3,3,2,6,2,2,6,3,1,3,3.815,4.0,0.0,10.0,0.47,6.0,1.0,4.0,3175.0,0.14285714285714285,3.0,1.2000000000000002,0.05263157894736842,0.42857142857142855
34,0,2,678,1,19,3,1,2,0,35,2,1,6,4,1,2929,20338,1,0,12,3,2,0,10,3,3,10,9,8,7,4.225,4.0,0.0,10.5,0.27,4.2,1.0,2.0,1464.5,0.7272727272727273,2.75,1.4,0.02857142857142857,0.6363636363636364
23,1,2,427,2,7,3,1,3,1,99,3,1,8,4,0,2275,25103,1,1,21,4,2,1,3,2,3,3,2,0,2,3.815,4.0,0.0,10.0,0.28,4.3,1.0,2.0,1137.5,0.0,3.0,1.4333333333333331,0.041666666666666664,0.5
44,0,2,921,1,2,3,1,3,0,96,4,3,0,4,1,7879,14810,1,1,19,3,2,1,9,2,3,8,7,6,7,4.225,4.0,0.0,10.5,0.5,6.3,1.0,6.0,1969.75,0.6666666666666666,3.0,0.8999999999999999,0.06666666666666667,0.7777777777777778
35,0,1,146,1,2,4,3,1,1,79,2,1,6,4,2,4930,13970,0,1,14,3,3,0,6,2,4,5,4,1,4,4.3,4.0,0.0,10.0,0.28,4.3,1.0,2.0,2465.0,0.16666666666666666,3.0,1.4333333333333331,0.027777777777777776,0.6666666666666666
43,0,2,1179,2,2,3,3,4,1,73,3,2,7,4,1,7847,6069,1,1,17,3,1,1,10,3,3,10,9,8,8,3.815,4.0,0.0,10.0,0.47,6.0,1.0,4.0,2615.6666666666665,0.7272727272727273,3.0,1.2000000000000002,0.045454545454545456,0.7272727272727273
24,0,2,581,1,9,3,3,3,1,62,4,1,6,3,1,4401,17616,1,0,16,3,4,1,5,1,3,5,3,0,4,4.3,4.0,0.0,10.0,0.28,4.3,1.0,2.0,2200.5,0.0,3.25,1.4333333333333331,0.04,0.6666666666666666
41,0,2,918,2,6,3,2,4,1,35,3,3,7,3,2,9241,15869,1,0,12,3,2,0,10,3,3,10,8,8,7,3.815,4.0,0.0,10.0,0.56,6.8,0.0,6.0,2310.25,0.7272727272727273,3.0,0.9714285714285713,0.07142857142857142,0.6363636363636364
29,0,2,1082,1,9,4,3,4,0,43,3,1,2,3,1,2974,25412,9,0,17,3,3,1,9,2,3,5,3,1,2,4.225,4.0,0.0,10.5,0.27,4.2,1.0,2.0,1487.0,0.16666666666666666,3.25,1.4,0.03333333333333333,0.3333333333333333
36,0,2,530,2,2,4,1,3,0,51,3,2,8,4,2,4502,7439,3,0,15,3,3,0,17,2,2,13,7,6,7,4.28,4.0,0.0,14.0,0.42,5.6,1.0,4.0,1500.6666666666667,0.42857142857142855,3.0,1.1199999999999999,0.05405405405405406,0.5
45,0,0,1238,1,1,1,1,3,1,74,2,3,0,3,1,10748,3395,3,0,23,4,4,1,25,3,2,23,15,14,4,4.3,4.0,0.0,10.0,0.56,6.8,0.0,6.0,2687.0,0.5833333333333334,3.0,0.9714285714285713,0.06521739130434782,0.16666666666666666
24,1,2,240,0,22,1,0,4,1,58,1,1,1,3,1,1555,11585,1,0,11,3,3,1,1,2,3,1,0,0,0,4.1,4.0,0.0,9.0,0.28,4.3,1.0,2.0,777.5,0.0,3.25,1.4333333333333331,0.04,0.0
47,1,1,1093,2,9,3,1,3,1,82,1,4,7,3,1,12936,24164,7,0,11,3,3,0,25,3,1,23,5,14,10,3.815,4.0,0.0,10.0,0.67,7.7,0.0,7.0,2587.2,0.5833333333333334,2.5,0.9625,0.08333333333333333,0.4166666666666667
26,0,2,390,1,17,4,3,4,1,62,1,1,2,3,1,2305,6217,1,0,15,3,3,3,3,3,4,3,2,0,2,4.3,4.0,0.0,10.0,0.28,4.3,1.0,2.0,1152.5,0.0,3.5,1.4333333333333331,0.037037037037037035,0.5
45,0,2,1005,1,28,2,5,4,0,48,2,4,5,2,2,16704,17119,1,0,11,3,3,0,21,2,3,21,6,8,6,4.225,4.0,0.0,10.5,0.67,7.6,0.0,7.0,3340.8,0.36363636363636365,3.0,0.95,0.08695652173913043,0.2727272727272727
32,0,1,585,1,10,3,1,1,1,56,3,1,6,3,1,3433,17360,6,0,13,3,1,1,10,3,2,5,2,1,3,4.3,4.0,0.0,10.0,0.28,4.3,1.0,2.0,1716.5,0.16666666666666666,1.75,1.4333333333333331,0.030303030303030304,0.5
31,0,2,741,1,2,4,1,2,1,69,3,1,2,3,1,3477,18103,1,0,14,3,4,1,6,2,4,5,2,0,3,4.3,4.0,0.0,10.0,0.28,4.3,1.0,2.0,1738.5,0.0,3.25,1.4333333333333331,0.03125,0.5
41,0,0,552,0,4,3,0,3,1,60,1,2,1,2,1,6430,20794,6,0,19,3,2,1,10,4,3,3,2,1,2,4.1,4.0,0.0,9.0,0.47,6.0,1.0,4.0,2143.3333333333335,0.25,2.5,1.2000000000000002,0.047619047619047616,0.5
40,0,2,369,1,8,2,1,2,0,92,3,2,4,1,1,6516,5041,2,1,16,3,2,1,18,3,3,1,0,0,0,4.225,4.0,0.0,10.5,0.42,5.6,1.0,4.0,2172.0,0.0,2.0,1.1199999999999999,0.04878048780487805,0.0
24,0,2,506,1,29,1,3,2,1,91,3,1,2,1,0,3907,3622,1,0,13,3,2,3,6,2,4,6,2,1,2,4.3,4.0,0.0,10.0,0.28,4.3,1.0,2.0,1953.5,0.14285714285714285,2.25,1.4333333333333331,0.04,0.2857142857142857
46,0,2,717,1,13,4,1,3,1,34,3,2,0,2,2,5562,9697,6,0,14,3,4,0,19,3,3,10,7,0,9,4.3,4.0,0.0,10.0,0.47,6.0,1.0,4.0,1854.0,0.0,3.0,1.2000000000000002,0.0425531914893617,0.8181818181818182
35,0,2,1370,1,27,4,1,4,1,49,3,2,4,3,1,6883,5151,2,0,16,3,2,1,17,3,3,7,7,0,7,4.3,4.0,0.0,10.0,0.47,6.0,1.0,4.0,2294.3333333333335,0.0,3.0,1.2000000000000002,0.05555555555555555,0.875
30,0,2,793,1,16,1,1,2,1,33,3,1,6,4,1,2862,3811,1,0,12,3,2,1,10,2,2,10,0,0,8,4.3,4.0,0.0,10.0,0.28,4.3,1.0,2.0,1431.0,0.0,2.5,1.4333333333333331,0.03225806451612903,0.7272727272727273
47,0,0,543,2,2,4,2,3,1,87,3,2,7,2,1,4978,3536,7,0,11,3,4,1,4,3,1,1,0,0,0,3.815,4.0,0.0,10.0,0.47,6.0,1.0,4.0,1659.3333333333333,0.0,2.5,1.2000000000000002,0.041666666666666664,0.0
46,0,2,1277,2,2,3,1,3,1,74,3,3,7,4,0,10368,5596,4,1,12,3,2,1,13,5,2,10,6,0,3,3.815,4.0,0.0,10.0,0.56,6.8,0.0,6.0,2592.0,0.0,2.75,0.9714285714285713,0.06382978723404255,0.2727272727272727
36,1,2,1456,2,13,5,2,2,1,96,2,2,7,1,0,6134,8658,5,1,13,3,2,3,16,3,3,2,2,2,2,3.815,4.0,0.0,10.0,0.47,6.0,1.0,4.0,2044.6666666666667,0.6666666666666666,2.0,1.2000000000000002,0.05405405405405406,0.6666666666666666
32,1,2,964,2,1,2,1,1,1,34,1,2,7,2,2,6735,12147,6,0,15,3,2,0,10,2,3,0,0,0,0,3.815,4.0,0.0,10.0,0.47,6.0,1.0,4.0,2245.0,0.0,2.0,1.2000000000000002,0.06060606060606061,0.0
23,0,2,160,1,4,1,3,3,0,51,3,1,2,2,2,3295,12862,1,0,13,3,3,0,3,3,1,3,2,1,2,4.225,4.0,0.0,10.5,0.27,4.2,1.0,2.0,1647.5,0.25,2.25,1.4,0.041666666666666664,0.5
31,0,1,163,1,24,1,5,4,0,30,3,2,4,4,2,5238,6670,2,0,20,4,4,0,9,3,2,5,4,1,4,4.225,4.0,0.0,10.5,0.42,5.6,1.0,4.0,1746.0,0.16666666666666666,3.5,1.1199999999999999,0.0625,0.6666666666666666
39,0,0,792,1,1,3,1,4,1,77,3,2,2,4,1,6472,8989,1,1,15,3,4,1,9,2,3,9,8,5,8,4.3,4.0,0.0,10.0,0.47,6.0,1.0,4.0,2157.3333333333335,0.5,3.75,1.2000000000000002,0.05,0.8
32,0,2,371,2,19,3,1,4,1,80,1,3,7,3,1,9610,3840,3,0,13,3,3,1,10,2,1,4,3,0,2,3.815,4.0,0.0,10.0,0.56,6.8,0.0,6.0,2402.5,0.0,2.75,0.9714285714285713,0.09090909090909091,0.4
40,0,2,611,2,7,4,3,2,1,88,3,5,3,2,2,19833,4349,1,0,14,3,2,0,21,3,2,21,8,12,8,3.815,4.0,0.0,10.0,0.84,9.0,0.0,9.0,3305.5,0.5454545454545454,2.0,0.9,0.12195121951219512,0.36363636363636365
45,0,2,176,0,4,3,1,3,0,56,1,3,1,3,1,9756,6595,4,0,21,4,3,2,9,2,4,5,0,0,3,4.83,3.0,0.0,6.0,0.5,6.3,1.0,6.0,2439.0,0.0,3.25,0.8999999999999999,0.06521739130434782,0.5
30,0,1,1312,1,2,4,5,4,0,78,2,1,6,1,2,4968,26427,0,0,16,3,4,0,10,2,3,9,7,0,7,4.225,4.0,0.0,10.5,0.27,4.2,1.0,2.0,2484.0,0.0,3.0,1.4,0.03225806451612903,0.7
24,0,1,897,0,10,3,3,1,1,59,3,1,1,4,1,2145,2097,0,0,14,3,4,1,3,2,3,2,2,2,1,4.1,4.0,0.0,9.0,0.28,4.3,1.0,2.0,1072.5,0.6666666666666666,3.0,1.4333333333333331,0.04,0.3333333333333333
30,1,1,600,0,8,3,0,3,0,66,2,1,1,4,0,2180,9732,6,0,11,3,3,1,6,0,2,4,2,1,2,4.83,3.0,0.0,6.0,0.27,4.2,1.0,2.0,1090.0,0.2,3.0,1.4,0.03225806451612903,0.4
31,0,2,1003,2,5,3,5,1,1,51,3,2,7,3,1,8346,20943,1,0,19,3,3,1,6,3,3,5,2,0,2,3.815,4.0,0.0,10.0,0.47,6.0,1.0,4.0,2782.0,0.0,2.5,1.2000000000000002,0.0625,0.3333333333333333
27,0,2,1054,1,8,3,3,3,0,67,3,1,6,4,2,3445,6152,1,0,11,3,3,0,6,5,2,6,2,1,4,4.225,4.0,0.0,10.5,0.27,4.2,1.0,2.0,1722.5,0.14285714285714285,3.0,1.4,0.03571428571428571,0.5714285714285714
29,1,2,428,2,9,3,2,2,0,52,1,1,8,2,2,2760,14630,1,0,13,3,3,0,2,3,3,2,2,2,2,4.28,4.0,0.0,14.0,0.27,4.2,1.0,2.0,1380.0,0.6666666666666666,2.5,1.4,0.03333333333333333,0.6666666666666666
29,0,1,461,1,1,3,1,4,1,70,4,2,0,3,2,6294,23060,8,1,12,3,4,0,10,5,4,3,2,0,2,4.3,4.0,0.0,10.0,0.47,6.0,1.0,4.0,2098.0,0.0,3.75,1.2000000000000002,0.06666666666666667,0.5
30,0,2,979,2,15,2,2,3,1,94,2,3,7,1,0,7140,3088,2,0,11,3,1,1,12,2,3,7,7,1,7,3.815,4.0,0.0,10.0,0.56,6.8,0.0,6.0,1785.0,0.125,2.0,0.9714285714285713,0.0967741935483871,0.875
34,0,2,181,1,2,4,3,4,1,97,4,1,6,4,1,2932,5586,0,1,14,3,1,3,6,3,3,5,0,1,2,4.3,4.0,0.0,10.0,0.28,4.3,1.0,2.0,1466.0,0.16666666666666666,3.0,1.4333333333333331,0.02857142857142857,0.3333333333333333
